"Antimicrobial";"Bacterium";"DiskContent";"Z6";"Z7";"Z8";"Z9";"Z10";"Z11";"Z12";"Z13";"Z14";"Z15";"Z16";"Z17";"Z18";"Z19";"Z20";"Z21";"Z22";"Z23";"Z24";"Z25";"Z26";"Z27";"Z28";"Z29";"Z30";"Z31";"Z32";"Z33";"Z34";"Z35";"Z36";"Z37";"Z38";"Z39";"Z40";"Z41";"Z42";"Z43";"Z44";"Z45";"Z46";"Z47";"Z48";"Z49";"Z50";"ECOFF";"Distributions";"Observations"
"Amikacin";"Klebsiella oxytoca";30;30;0;0;0;0;0;0;0;0;0;0;2;0;9;27;38;33;28;8;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;182
"Amikacin";"Klebsiella pneumoniae";30;34;0;0;0;1;1;5;2;4;8;8;9;19;47;144;154;107;59;29;4;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;640
"Amikacin";"Morganella morganii";30;30;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;8;8;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;61
"Amikacin";"Proteus mirabilis";30;30;0;0;0;0;0;0;0;0;0;0;0;2;1;8;35;46;37;36;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;206
"Amikacin";"Proteus vulgaris";30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;41
"Amikacin";"Pseudomonas aeruginosa";30;11;0;1;1;2;2;1;6;3;6;12;11;13;18;46;43;87;68;75;50;26;23;8;12;7;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18;3;538
"Amikacin";"Pseudomonas aeruginosa ATCC 27853";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;16;37;49;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;143
"Amikacin";"Pseudomonas fluorescens group";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;1;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Amikacin";"Pseudomonas putida group";30;4;0;0;1;0;0;1;1;0;0;0;0;1;2;3;5;8;17;12;12;6;5;7;8;8;4;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;113
"Amikacin";"Pseudomonas spp (non-aeruginosa)";30;4;0;1;1;0;0;2;1;0;0;0;1;2;2;4;7;10;19;17;15;18;27;16;17;10;10;5;4;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;2;199
"Amikacin";"Pseudomonas stutzeri group";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;7;14;3;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;35
"Amikacin";"Serratia marcescens";30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;39
"Amikacin";"Staphylococcus aureus";30;3;0;0;0;3;3;2;2;5;18;26;27;44;38;92;160;229;194;70;20;11;8;7;5;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;974
"Amikacin";"Staphylococcus aureus ATCC 29213";30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;31;28;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;77
"Amikacin";"Staphylococcus aureus MRSA";30;1;0;0;0;2;2;1;1;4;16;23;13;15;10;13;16;18;21;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;162
"Amikacin";"Staphylococcus aureus MSSA";30;1;0;0;0;0;0;0;0;0;1;0;0;4;10;34;71;94;84;27;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;335
"Amikacin";"Staphylococcus capitis";30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;7;2;1;1;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;30
"Amikacin";"Staphylococcus coagulase negative";30;0;0;0;2;0;0;0;0;0;3;4;2;4;2;7;4;2;15;13;13;16;24;30;22;17;10;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;197
"Amikacin";"Staphylococcus cohnii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Amikacin";"Staphylococcus epidermidis";30;0;0;0;1;0;0;0;0;0;3;4;1;3;2;6;4;1;2;2;3;4;11;9;8;5;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;74
"Amikacin";"Staphylococcus haemolyticus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;16
"Amikacin";"Staphylococcus hominis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;2;1;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Amoxicillin";"Escherichia coli ATCC 35218";10;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;32
"Amoxicillin-clavulanic acid (fixed)";"Campylobacter coli";30;0;0;0;0;0;0;1;0;0;1;0;1;2;0;1;0;2;1;2;2;3;2;2;2;2;0;3;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;2;32
"Amoxicillin-clavulanic acid (fixed)";"Campylobacter jejuni";30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;5;8;11;17;13;25;24;27;41;29;28;18;25;7;5;6;0;0;4;1;0;0;0;0;0;0;0;0;;3;299
"Amoxicillin-clavulanic acid (fixed)";"Campylobacter jejuni ATCC 33560";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;11;7;6;0;0;0;0;0;0;0;0;0;0;0;0;;3;31
"Amoxicillin-clavulanic acid (fixed)";"Citrobacter freundii";30;12;2;2;9;4;8;8;5;7;3;2;4;1;5;3;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;78
"Amoxicillin-clavulanic acid (fixed)";"Citrobacter koseri";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;10;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;22
"Amoxicillin-clavulanic acid (fixed)";"Enterobacter cloacae";30;80;2;4;3;4;4;4;1;1;1;2;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;112
"Amoxicillin-clavulanic acid (fixed)";"Escherichia coli";30;20;3;3;3;16;9;9;26;31;26;35;48;62;111;142;183;193;151;74;27;9;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;1194
"Amoxicillin-clavulanic acid (fixed)";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;1;5;11;15;36;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;80
"Amoxicillin-clavulanic acid (fixed)";"Escherichia coli ATCC 35218";30;0;0;0;0;0;0;0;0;0;0;0;0;9;20;12;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;49
"Amoxicillin-clavulanic acid (fixed)";"Haemophilus influenzae";3;27;0;1;0;1;1;5;7;9;14;22;21;26;45;29;13;15;4;4;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;251
"Amoxicillin-clavulanic acid (fixed)";"Haemophilus influenzae ATCC 49766";3;0;0;0;0;0;0;0;0;0;0;0;0;1;8;37;30;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;82
"Amoxicillin-clavulanic acid (fixed)";"Klebsiella aerogenes";30;8;0;0;4;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;17
"Amoxicillin-clavulanic acid (fixed)";"Klebsiella oxytoca";30;3;0;1;3;1;2;1;2;0;1;0;0;1;6;3;7;18;29;29;23;9;7;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;151
"Amoxicillin-clavulanic acid (fixed)";"Klebsiella pneumoniae";30;27;2;0;1;3;1;3;3;2;8;2;2;6;15;17;43;57;78;60;13;19;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8;371
"Amoxicillin-clavulanic acid (fixed)";"Moraxella catarrhalis";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;11;11;19;6;1;1;2;9;15;8;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;106
"Amoxicillin-clavulanic acid (fixed)";"Morganella morganii";30;19;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;24
"Amoxicillin-clavulanic acid (fixed)";"Pasteurella multocida";3;0;0;0;0;0;0;0;0;0;0;0;1;1;11;33;66;58;43;29;25;21;4;3;3;5;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4;313
"Amoxicillin-clavulanic acid (fixed)";"Proteus mirabilis";30;1;0;0;0;1;0;1;0;0;0;1;1;4;3;5;5;0;3;17;22;33;46;47;34;15;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6;244
"Amoxicillin-clavulanic acid (fixed)";"Serratia marcescens";30;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;10
"Amoxicillin-clavulanic acid (fixed)";"Staphylococcus aureus ATCC 29213";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31;36;58;36;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;180
"Amphotericin B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ampicillin";"Aerococcus sanguinicola";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;8;15;18;29;28;32;30;16;18;16;3;2;2;1;0;0;0;0;0;0;0;0;0;0;;5;227
"Ampicillin";"Aerococcus urinae";2;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;2;1;2;2;16;26;36;31;68;52;69;75;69;60;64;35;45;16;32;7;27;3;16;5;5;2;1;0;1;;8;773
"Ampicillin";"Aeromonas spp";10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Ampicillin";"Citrobacter braakii";10;7;0;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;12
"Ampicillin";"Citrobacter freundii";10;450;0;5;9;19;29;32;34;43;32;19;27;8;7;3;11;4;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;739
"Ampicillin";"Citrobacter koseri";10;567;3;11;7;8;12;5;2;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;619
"Ampicillin";"Citrobacter spp";10;12;0;0;0;1;4;2;1;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;28
"Ampicillin";"Enterobacter cloacae";10;1035;1;6;9;17;22;25;28;32;18;16;21;21;12;6;10;7;4;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;1298
"Ampicillin";"Enterococcus faecalis";2;26;0;3;6;46;107;181;242;541;971;1573;2178;2537;2077;1457;674;336;199;128;91;72;30;28;18;16;4;4;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;13551
"Ampicillin";"Enterococcus faecalis ATCC 29212";2;0;0;0;0;1;0;0;3;8;83;283;496;564;607;392;104;12;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;17;2557
"Ampicillin";"Enterococcus faecium";2;1950;4;1;5;7;9;12;15;27;25;29;19;24;16;10;6;8;8;7;8;2;7;1;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;10;11;2205
"Ampicillin";"Escherichia coli";10;18821;6;25;58;97;145;292;478;1137;1988;3546;5342;7095;7980;7545;4913;2845;1466;683;333;200;73;69;32;21;4;7;1;4;2;1;0;2;0;0;0;0;0;0;0;0;1;1;0;0;14;13;65213
"Ampicillin";"Escherichia coli ATCC 25922";10;2;0;0;0;0;0;0;7;27;353;714;1005;1049;819;358;64;14;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;27;4414
"Ampicillin";"Escherichia coli ATCC 35218";10;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;39
"Ampicillin";"Haemophilus influenzae";2;142;0;1;0;3;5;5;7;10;15;20;26;25;42;60;101;82;75;51;37;26;12;4;5;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;759
"Ampicillin";"Haemophilus influenzae ATCC 49247";2;55;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;60
"Ampicillin";"Haemophilus influenzae ATCC 49766";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;26
"Ampicillin";"Hafnia alvei";10;15;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;20
"Ampicillin";"Klebsiella aerogenes";10;523;0;2;3;4;3;6;3;4;6;1;10;1;1;4;5;0;1;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;582
"Ampicillin";"Klebsiella oxytoca";10;1686;5;41;46;57;42;34;32;21;14;13;6;7;5;1;2;2;3;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;2023
"Ampicillin";"Klebsiella pneumoniae";10;4428;42;190;296;421;337;230;160;90;57;38;31;22;14;22;11;15;4;9;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;6424
"Ampicillin";"Listeria monocytogenes";2;0;0;0;0;0;0;0;0;0;1;0;5;12;42;46;95;97;96;97;55;39;23;27;13;4;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;657
"Ampicillin";"Mannheimia haemolytica";2;30;0;0;0;1;0;1;0;0;0;0;1;2;4;7;11;24;45;26;26;19;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;208
"Ampicillin";"Morganella morganii";10;388;1;0;1;4;5;2;2;3;1;0;1;0;3;2;2;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;421
"Ampicillin";"Pasteurella multocida";2;5;0;0;0;0;0;0;0;0;0;0;0;0;4;22;27;59;57;49;49;21;19;14;9;9;13;5;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;6;369
"Ampicillin";"Proteus mirabilis";10;447;4;9;13;19;17;11;9;11;4;14;10;22;50;79;194;378;565;655;547;349;150;58;16;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3642
"Ampicillin";"Proteus vulgaris";10;282;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;290
"Ampicillin";"Providencia rettgeri";10;19;0;0;1;0;0;2;1;3;1;0;3;0;2;7;3;0;2;8;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;60
"Ampicillin";"Salmonella enteritidis";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;17
"Ampicillin";"Salmonella spp";10;128;1;0;2;1;0;0;1;1;0;1;1;2;2;4;29;70;132;129;49;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;577
"Ampicillin";"Serratia marcescens";10;300;0;1;2;1;2;1;0;0;1;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;314
"Ampicillin";"Shigella sonnei";10;1;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;16
"Ampicillin";"Staphylococcus aureus ATCC 29213";2;0;0;0;0;0;0;0;0;1;16;29;23;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;86
"Ampicillin";"Staphylococcus saprophyticus";2;29;1;2;3;4;3;5;4;3;2;13;12;42;76;168;217;307;345;354;323;191;99;33;18;12;8;10;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;18;10;2289
"Ampicillin";"Streptococcus anginosus";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Ampicillin";"Streptococcus mitis";2;11;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;1;2;0;3;2;5;5;4;8;2;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;57
"Ampicillin";"Streptococcus oralis";2;1;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;2;1;1;3;2;1;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ampicillin";"Streptococcus parasanguis";2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Ampicillin";"Streptococcus pneumoniae";2;4;1;2;2;1;0;4;2;6;1;2;5;7;5;0;0;1;3;1;2;2;5;1;3;16;4;12;14;29;32;14;9;10;1;2;0;0;1;0;0;0;0;0;0;0;28;4;204
"Ampicillin";"Streptococcus pneumoniae ATCC 49619";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;17;21;34;21;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;109
"Ampicillin";"Streptococcus viridans";10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;5
"Ampicillin";"Streptococcus, viridans group";2;14;0;1;0;1;0;2;0;3;0;3;0;1;3;1;2;2;7;8;9;9;18;11;11;16;6;5;15;3;3;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;3;163
"Ampicillin";"Yersinia enterocolitica";10;131;1;1;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;138
"Ampicillin-sulbactam (fixed)";"Citrobacter freundii";20;3;0;0;0;0;2;1;0;3;1;1;3;3;13;11;8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;52
"Ampicillin-sulbactam (fixed)";"Citrobacter koseri";20;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;6;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;23
"Ampicillin-sulbactam (fixed)";"Enterobacter cloacae";20;41;0;1;1;3;3;3;0;0;2;1;2;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;63
"Ampicillin-sulbactam (fixed)";"Escherichia coli";20;76;1;5;8;14;12;15;16;29;30;29;22;38;50;76;115;94;64;35;7;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;742
"Ampicillin-sulbactam (fixed)";"Escherichia coli ATCC 25922";20;0;0;0;0;0;0;0;0;0;0;0;0;0;11;32;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;61
"Ampicillin-sulbactam (fixed)";"Escherichia coli ATCC 35218";20;0;0;0;0;0;0;2;11;9;14;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;49
"Ampicillin-sulbactam (fixed)";"Klebsiella aerogenes";20;3;0;0;0;1;0;2;2;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;14
"Ampicillin-sulbactam (fixed)";"Klebsiella oxytoca";20;4;0;0;0;0;1;3;6;6;8;6;4;4;7;5;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;65
"Ampicillin-sulbactam (fixed)";"Klebsiella pneumoniae";20;30;0;0;1;2;2;4;4;7;9;15;25;33;42;34;20;9;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;243
"Ampicillin-sulbactam (fixed)";"Morganella morganii";20;6;0;1;0;0;0;1;1;5;4;0;2;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;25
"Ampicillin-sulbactam (fixed)";"Proteus mirabilis";20;2;0;0;0;0;0;1;3;1;1;3;1;3;4;2;6;5;24;27;36;13;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;148
"Ampicillin-sulbactam (fixed)";"Serratia marcescens";20;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;10
"Ampicillin-sulbactam (ratio)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anidulafungin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Apramycin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
